Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
urethral | urethral | [C1522518] | [C1522518]| [ functional concept ]  |  [ functional concept ]  | 177426 | 177426
substantially increased | substantially increased | [C5236003] | [C5236003]| [ finding ]  |  [ finding ]  | 483087 | 483087
hyper | hyper | [C0424295] | [C0424295]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 3735 | 3735
episodes | episodes | [C0332189] | [C0332189]| [ temporal concept ]  |  [ temporal concept ]  | 147110 | 147110
described | described | [C1552738] | [C1552738]| [ idea or concept ]  |  [ idea or concept ]  | 57300 | 57300
heart failure | heart failure with reduced ejection fraction | [C0018801, C0018802] | [C3839346]| [ disease or syndrome ]  ;  [ disease or syndrome ]  |  [ disease or syndrome ]  | 213825 | 213825
england | england | [C0014282] | [C0014282]| [ geographic area ]  |  [ geographic area ]  | 267014 | 267014
package | package insert | [C0777150] | [C1705425]| [ medical device ]  |  [ intellectual product ]  | 55538 | 55538
d a | d a | [C0718133] | [C0718133]| [ organic chemical / pharmacologic substance / vitamin ]  |  [ organic chemical / pharmacologic substance / vitamin ]  | 3355 | 3355
furlong | furlong | [C1552921] | [C1552921]| [ quantitative concept ]  |  [ quantitative concept ]  | 386990 | 386990
marshall | marshall | [C1551881] | [C1551881]| [ population group ]  |  [ population group ]  | 511014 | 511014
liver disease | liver disease | [C0267792] | [C0267792]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 331796 | 331796
profil | profil | [C2744903] | [C2744903]| [ biomedical or dental material ]  |  [ biomedical or dental material ]  | 14165 | 14165
kind | kind | [C1706124] | [C1706124]| [ intellectual product ]  |  [ intellectual product ]  | 227022 | 227022
timing | timing | [C1704250] | [C1704250]| [ intellectual product ]  |  [ intellectual product ]  | 294266 | 294266
addiction | addiction | [C0085281] | [C0085281]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 141720 | 141720
d d | d d | [C0112081] | [C0112081]| [ organic chemical / hazardous or poisonous substance ]  |  [ organic chemical / hazardous or poisonous substance ]  | 10030 | 10030
d g | d g | [C0439417] | [C0439417]| [ quantitative concept ]  |  [ quantitative concept ]  | 3924 | 3924
d i | d i | [C0152277] | [C0152277]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 1 | 1
sulphonylureas | sulphonylureas | [C0038766] | [C0038766]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 228843 | 228843
consultations | consultations | [C0009818] | [C0009818]| [ health care activity ]  |  [ health care activity ]  | 292715 | 292715
mental impairment | mental impairment | [C1306341] | [C1306341]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 147192 | 147192
both | both feet | [C1706086] | [C0230473]| [ qualitative concept ]  |  [ body part, organ, or organ component ]  | 173170 | 173170
most | most recent | [C0205393] | [C1513491]| [ quantitative concept ]  |  [ temporal concept ]  | 326782 | 326782
important | important | [C3898777, C4084912] | [C3898777, C4084912]| [ qualitative concept ]  ;  [ intellectual product ]  |  [ qualitative concept ]  ;  [ intellectual product ]  | 5539 | 5539
moss | moss | [C0282635] | [C0282635]| [ plant ]  |  [ plant ]  | 440585 | 440585
transfer | transfer | [C1555583, C1705822] | [C1555583, C1705822]| [ idea or concept ]  ;  [ functional concept ]  |  [ idea or concept ]  ;  [ functional concept ]  | 153991 | 153991
nerve | nerve damage | [C1280541] | [C0161479]| [ body part, organ, or organ component ]  |  [ injury or poisoning ]  | 140393 | 140393
daily | activities of daily living | [C0332173] | [C2242847]| [ temporal concept ]  |  [ finding ]  | 358443 | 358429
abnormality | abnormality | [C1704258] | [C1704258]| [ finding ]  |  [ finding ]  | 172189 | 172189
neuropathy | neuropathy | [C0442874] | [C0442874]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 140382 | 140382
quality of life | quality of life | [C2015891] | [C2015891]| [ finding ]  |  [ finding ]  | 104785 | 104785
job | job | [C0028811] | [C0028811]| [ occupation or discipline ]  |  [ occupation or discipline ]  | 111263 | 111263
receptor antagonist | receptor antagonist | [C4543207, C4721408] | [C4543207, C4721408]| [ qualitative concept ]  ;  [ pharmacologic substance ]  |  [ qualitative concept ]  ;  [ pharmacologic substance ]  | 26447 | 26447
limitation | limitation | [C0443288, C0449295] | [C0443288, C0449295]| [ functional concept ]  ;  [ functional concept ]  |  [ functional concept ]  ;  [ functional concept ]  | 39646 | 39646
largest | largest | [C0443228] | [C0443228]| [ quantitative concept ]  |  [ quantitative concept ]  | 291850 | 291850
trans fatty acids | trans fatty acids | [C1257879] | [C1257879]| [ food ]  |  [ food ]  | 299142 | 299142
thalassaemia | thalassaemia | [C0039730] | [C0039730]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 336612 | 336612
polyuria | polyuria | [C0032617] | [C0032617]| [ sign or symptom ]  |  [ sign or symptom ]  | 9065 | 9065
clinics | clinics | [C0442592] | [C0442592]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 261694 | 261694
randomization procedure | randomization procedure | [C3897777] | [C3897777]| [ intellectual product ]  |  [ intellectual product ]  | 100968 | 100968
investigations | investigations | [C1261322] | [C1261322]| [ health care activity ]  |  [ health care activity ]  | 134412 | 134412
affecting | affecting | [C1314939] | [C1314939]| [ functional concept ]  |  [ functional concept ]  | 330556 | 330556
insert | insert | [C0813036] | [C0813036]| [ medical device ]  |  [ medical device ]  | 55546 | 55546
diabetes mellitus | diabetes mellitus | [C0011849] | [C0011849]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 3481 | 3481
microaneurysms | microaneurysms | [C0333101] | [C0333101]| [ pathologic function ]  |  [ pathologic function ]  | 433292 | 433292
atherosclerotic cardiovascular disease | atherosclerotic cardiovascular disease | [C0004153] | [C0004153]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 193755 | 193755
premature death | premature death | [C1855073] | [C1855073]| [ finding ]  |  [ finding ]  | 389416 | 389416
wards | wards | [C1305702] | [C1305702]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 37059 | 37059
interactions | interactions | [C0687133] | [C0687133]| [ pathologic function ]  |  [ pathologic function ]  | 72625 | 72625
high blood glucose | high blood glucose | [C0020456] | [C0020456]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 253241 | 253241
anti-hypertensive | anti-hypertensive drugs | [C0003364] | [C0003364]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 158897 | 158897
database | database | [C0993637] | [C0993637]| [ intellectual product ]  |  [ intellectual product ]  | 38178 | 38178
causing | causing | [C0678227] | [C0678227]| [ functional concept ]  |  [ functional concept ]  | 188829 | 188829
male sex | male sex | [C0086582] | [C0086582]| [ organism attribute ]  |  [ organism attribute ]  | 491322 | 491322
patient | patient education | [C1550655, C1578481, C1578483, C1578484, C1578485, C1578486, C1705908] | [C0030688]| [ body substance ]  ;  [ idea or concept ]  ;  [ idea or concept ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ intellectual product ]  ;  [ organism ]  |  [ educational activity ]  | 138205 | 138205
adult education | adult education | [C0424936] | [C0424936]| [ educational activity ]  |  [ educational activity ]  | 264674 | 264674
neuropathies | neuropathies | [C0442874] | [C0442874]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 472943 | 472943
insulins | insulins | [C0021641] | [C0021641]| [ amino acid, peptide, or protein / pharmacologic substance / hormone ]  |  [ amino acid, peptide, or protein / pharmacologic substance / hormone ]  | 317690 | 317690
rest | rest pain | [C1419346] | [C0234253]| [ gene or genome ]  |  [ sign or symptom ]  | 174717 | 174717
san | san | [C1826357] | [C1826357]| [ gene or genome ]  |  [ gene or genome ]  | 669 | 669
amount | amount | [C1265611] | [C1265611]| [ quantitative concept ]  |  [ quantitative concept ]  | 143692 | 143692
original | original | [C2347409] | [C2347409]| [ occupational activity ]  |  [ occupational activity ]  | 332 | 332
sas | sas | [C1426104] | [C1426104]| [ gene or genome ]  |  [ gene or genome ]  | 107158 | 107158
adherence | adherence to treatment | [C1510802] | [C4505265]| [ functional concept ]  |  [ individual behavior ]  | 484344 | 484344
ischaemic heart disease | ischaemic heart disease | [C0010054, C0151744] | [C0010054, C0151744]| [ disease or syndrome ]  ;  [ disease or syndrome ]  |  [ disease or syndrome ]  ;  [ disease or syndrome ]  | 245349 | 245349
kingdom | kingdom | [C1708611] | [C1708611]| [ classification ]  |  [ classification ]  | 38527 | 38527
carer support | carer support | [C0150162] | [C0150162]| [ health care activity ]  |  [ health care activity ]  | 489848 | 489848
spread | spread | [C1947932] | [C1947932]| [ activity ]  |  [ activity ]  | 121678 | 121678
peer support | peer support | [C0679740] | [C0679740]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 286862 | 286862
orthopaedic | orthopaedic surgeons | [C0029355] | [C0334891]| [ biomedical occupation or discipline ]  |  [ professional or occupational group ]  | 175537 | 175537
educated | educated | [C0039401] | [C0039401]| [ educational activity ]  |  [ educational activity ]  | 106471 | 106471
compli | compli | [C4054143] | [C4054143]| [ finding ]  |  [ finding ]  | 6100 | 6100
favor | favor | [C0309049] | [C0309049]| [ organic chemical / pharmacologic substance / vitamin ]  |  [ organic chemical / pharmacologic substance / vitamin ]  | 27736 | 27736
treatment options | treatment options | [C0683525] | [C0683525]| [ finding ]  |  [ finding ]  | 73987 | 73987
organizations | organizations | [C0029246] | [C0029246]| [ organization ]  |  [ organization ]  | 43534 | 43534
investigation | investigation | [C1261322] | [C1261322]| [ health care activity ]  |  [ health care activity ]  | 134412 | 134412
benefits of treatment | benefits of treatment | [C4688489] | [C4688489]| [ idea or concept ]  |  [ idea or concept ]  | 46308 | 46308
cognitive impairment | cognitive impairment | [C0338656] | [C0338656]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 485993 | 485993
depression | depression scale | [C0812393] | [C0679604]| [ mental or behavioral dysfunction ]  |  [ intellectual product ]  | 295483 | 295483
clinic | clinic visit | [C1547115, C1548528] | [C0008952]| [ spatial concept ]  ;  [ spatial concept ]  |  [ health care activity ]  | 136189 | 136189
anticonvulsants | anticonvulsants | [C0003286] | [C0003286]| [ pharmacologic substance ]  |  [ pharmacologic substance ]  | 470902 | 470902
sbp | sbp | [C1306620] | [C1306620]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 11991 | 11991
equivalent | equivalent | [C0439185] | [C0439185]| [ quantitative concept ]  |  [ quantitative concept ]  | 147215 | 147215
metabolic control | metabolic control | [C1513158] | [C1513158]| [ molecular function ]  |  [ molecular function ]  | 121307 | 121307
sd4 | sd4 | [C1861355] | [C1861355]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 134000 | 134000
angina | angina | [C2024883] | [C2024883]| [ finding ]  |  [ finding ]  | 159766 | 159766
follow-up period | follow-up period | [C4745109] | [C4745109]| [ temporal concept ]  |  [ temporal concept ]  | 320608 | 320608
ischemic heart disease | ischemic heart disease | [C1313980] | [C1313980]| [ finding ]  |  [ finding ]  | 58337 | 58337
patient referral | patient referral | [C1548094] | [C1548094]| [ idea or concept ]  |  [ idea or concept ]  | 280240 | 280240
bak | bak | [C1332379] | [C1332379]| [ gene or genome ]  |  [ gene or genome ]  | 31606 | 31606
extracted | extracted | [C0185115] | [C0185115]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 45238 | 45238
treatments | treatments | [C0087111] | [C0087111]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 62709 | 62709
offer | offer | [C1444648] | [C1444648]| [ finding ]  |  [ finding ]  | 128838 | 128838
bar | bar | [C1367657, C1417825, C1425012] | [C1367657, C1417825, C1425012]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 16056 | 16056
imputation | imputation | [C2699638] | [C2699638]| [ functional concept ]  |  [ functional concept ]  | 107975 | 107975
foot ulcers | foot ulcers | [C0085119] | [C0085119]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 206909 | 206909
draft | draft | [C1547277] | [C1547277]| [ intellectual product ]  |  [ intellectual product ]  | 92688 | 92688
complex | complex | [C1704241] | [C1704241]| [ chemical viewed structurally ]  |  [ chemical viewed structurally ]  | 193388 | 193388
sci | sci | [C3642273] | [C3642273]| [ health care related organization ]  |  [ health care related organization ]  | 3074 | 3074
scm | scm | [C2348523] | [C2348523]| [ quantitative concept ]  |  [ quantitative concept ]  | 37564 | 37564
sglt2 inhibitors | sglt2 inhibitors | [C3273807, C3665047] | [C3273807, C3665047]| [ organic chemical / pharmacologic substance ]  ;  [ molecular function ]  |  [ organic chemical / pharmacologic substance ]  ;  [ molecular function ]  | 23459 | 23459
post-prandial | post-prandial blood glucose | [C0376674] | [C1318329]| [ temporal concept ]  |  [ laboratory or test result ]  | 8627 | 8627
johnson & johnson | johnson & johnson | [C0331843] | [C0331843]| [ health care related organization ]  |  [ health care related organization ]  | 227221 | 227221
leprosy | leprosy | [C0023343, C0051981] | [C0023343, C0051981]| [ disease or syndrome ]  ;  [ pharmacologic substance / immunologic factor ]  |  [ disease or syndrome ]  ;  [ pharmacologic substance / immunologic factor ]  | 261686 | 261686
2 hours | 2 hours | [C1292425] | [C1292425]| [ temporal concept ]  |  [ temporal concept ]  | 8973 | 8973
medication treatment | medication treatment | [C3469597] | [C3469597]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 44078 | 44078
quality control | quality control | [C1561524, C1610034] | [C1561524, C1610034]| [ functional concept ]  ;  [ intellectual product ]  |  [ functional concept ]  ;  [ intellectual product ]  | 149786 | 149786
documentation | documentation | [C0920316] | [C0920316]| [ intellectual product ]  |  [ intellectual product ]  | 418028 | 418028
