Key | Superior Key | Key Cui | Superior Key Cui | Key Semantictype | Superior Key Semantictype | Key Location | Superior Key Location
mobility | mobility | [C0425245, C0449580] | [C0425245, C0449580]| [ finding ]  ;  [ qualitative concept ]  |  [ finding ]  ;  [ qualitative concept ]  | 166755 | 166755
increased | increased risk | [C0442805] | [C4699158]| [ functional concept ]  |  [ finding ]  | 57838 | 57838
doses | doses | [C0178602] | [C0178602]| [ quantitative concept ]  |  [ quantitative concept ]  | 93050 | 93050
frequently | frequently | [C0332183] | [C0332183]| [ temporal concept ]  |  [ temporal concept ]  | 18147 | 18147
gastro- | gastro- | [C0038351] | [C0038351]| [ body part, organ, or organ component ]  |  [ body part, organ, or organ component ]  | 396541 | 396541
matching | matching | [C1708943] | [C1708943]| [ qualitative concept ]  |  [ qualitative concept ]  | 23478 | 23478
increases | increases | [C0442805] | [C0442805]| [ functional concept ]  |  [ functional concept ]  | 6531 | 6531
daily activities | daily activities | [C0871707] | [C0871707]| [ daily or recreational activity ]  |  [ daily or recreational activity ]  | 6433 | 6433
diversity | diversity | [C1880371] | [C1880371]| [ qualitative concept ]  |  [ qualitative concept ]  | 422217 | 422217
arc | arc | [C1412501, C1417756] | [C1412501, C1417756]| [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  | 22 | 22
taken | taken | [C1883727] | [C1883727]| [ conceptual entity ]  |  [ conceptual entity ]  | 21647 | 21647
herpes zoster vaccine | herpes zoster vaccine | [C1720918] | [C1720918]| [ pharmacologic substance / immunologic factor ]  |  [ pharmacologic substance / immunologic factor ]  | 71743 | 71743
came | came | [C0960273] | [C0960273]| [ organic chemical ]  |  [ organic chemical ]  | 20823 | 20823
gold salts | gold salts | [C0302210] | [C0302210]| [ pharmacologic substance / inorganic chemical ]  |  [ pharmacologic substance / inorganic chemical ]  | 145873 | 145873
psychologist | psychologist | [C0033908] | [C0033908]| [ professional or occupational group ]  |  [ professional or occupational group ]  | 135947 | 135947
retard | retard | [C0521111] | [C0521111]| [ qualitative concept ]  |  [ qualitative concept ]  | 97708 | 97708
art | state of the art review | [C1412286] | [C0038199]| [ gene or genome ]  |  [ intellectual product ]  | 255718 | 255705
vice | vice | [C0814670] | [C0814670]| [ idea or concept ]  |  [ idea or concept ]  | 1818 | 1818
detection | detection | [C1511790] | [C1511790]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 180590 | 180590
esteem | esteem | [C0679133] | [C0679133]| [ social behavior ]  |  [ social behavior ]  | 199821 | 199821
complications | complications | [C1171258] | [C1171258]| [ functional concept ]  |  [ functional concept ]  | 138231 | 138231
bowel | bowel disease | [C0021853] | [C0021831]| [ body part, organ, or organ component ]  |  [ disease or syndrome ]  | 113508 | 113508
lacking | lacking | [C0332268] | [C0332268]| [ qualitative concept ]  |  [ qualitative concept ]  | 85898 | 85898
administering | administering | [C1533734] | [C1533734]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 144988 | 144988
suppress | suppress | [C1260953] | [C1260953]| [ functional concept ]  |  [ functional concept ]  | 58438 | 58438
prednisolone | prednisolone | [C0032950] | [C0032950]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 97295 | 97295
partners | partners | [C0682323] | [C0682323]| [ family group ]  |  [ family group ]  | 71602 | 71602
idiopathic | idiopathic | [C0332240] | [C0332240]| [ functional concept ]  |  [ functional concept ]  | 165766 | 165766
escalation | escalation | [C4086266] | [C4086266]| [ activity ]  |  [ activity ]  | 210637 | 210637
tumor | tumor necrosis factor inhibitors | [C1578706] | [C3537192]| [ intellectual product ]  |  [ pharmacologic substance ]  | 66417 | 66417
rtx | rtx | [C0073081] | [C0073081]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 117529 | 117529
asp | asp | [C1332656, C1412581, C1412591, C1425978] | [C1332656, C1412581, C1412591, C1425978]| [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 27311 | 27311
through | through | [C1550549] | [C1550549]| [ intellectual product ]  |  [ intellectual product ]  | 6069 | 6069
toxicity | toxicity | [C0600688] | [C0600688]| [ injury or poisoning ]  |  [ injury or poisoning ]  | 53380 | 53380
ast | ast | [C1185650, C1415181, C1420113] | [C1185650, C1415181, C1420113]| [ body space or junction ]  ;  [ gene or genome ]  ;  [ gene or genome ]  |  [ body space or junction ]  ;  [ gene or genome ]  ;  [ gene or genome ]  | 2365 | 2365
strength | strength training | [C0808080] | [C0872279]| [ idea or concept ]  |  [ therapeutic or preventive procedure ]  | 268628 | 268628
organisation | organisation | [C0029237] | [C0029237]| [ physiologic function ]  |  [ physiologic function ]  | 412180 | 412180
run | run | [C1704688] | [C1704688]| [ functional concept ]  |  [ functional concept ]  | 198191 | 198191
repeated | repeated | [C0205341] | [C0205341]| [ functional concept ]  |  [ functional concept ]  | 141295 | 141295
mouse | mouse | [C1331371, C1455722] | [C1331371, C1455722]| [ mammal ]  ;  [ immunologic factor ]  |  [ mammal ]  ;  [ immunologic factor ]  | 213441 | 213441
lowing | lowing | [C0234886] | [C0234886]| [ physiologic function ]  |  [ physiologic function ]  | 7732 | 7732
view | view | [C0449911] | [C0449911]| [ spatial concept ]  |  [ spatial concept ]  | 1898 | 1898
either | either | [C3844638] | [C3844638]| [ finding ]  |  [ finding ]  | 4648 | 4648
ate | ate | [C1705846] | [C1705846]| [ gene or genome ]  |  [ gene or genome ]  | 920 | 920
unrestricted | unrestricted | [C3858706] | [C3858706]| [ idea or concept ]  |  [ idea or concept ]  | 409681 | 409681
pneumococcal vaccine | pneumococcal vaccine | [C0358314] | [C0358314]| [ pharmacologic substance / immunologic factor ]  |  [ pharmacologic substance / immunologic factor ]  | 121600 | 121600
primrose | primrose | [C1613985] | [C1613985]| [ organic chemical / pharmacologic substance ]  |  [ organic chemical / pharmacologic substance ]  | 224559 | 224559
helpful | helpful | [C3898897] | [C3898897]| [ qualitative concept ]  |  [ qualitative concept ]  | 207485 | 207485
fragmented | fragmented sleep | [C1708096] | [C4477058]| [ qualitative concept ]  |  [ sign or symptom ]  | 222222 | 222222
recurrent | recurrent bacterial infection | [C1455761] | [C1844383]| [ temporal concept ]  |  [ finding ]  | 393570 | 393570
sf-36 | sf-36 | [C1519136] | [C1519136]| [ intellectual product ]  |  [ intellectual product ]  | 89355 | 89355
estimates | estimates | [C0750572] | [C0750572]| [ quantitative concept ]  |  [ quantitative concept ]  | 25258 | 25258
courses | courses | [C0750729] | [C0750729]| [ temporal concept ]  |  [ temporal concept ]  | 231080 | 231080
injection site | injection site | [C0221208] | [C0221208]| [ injury or poisoning ]  |  [ injury or poisoning ]  | 147446 | 147446
mola | mola | [C1042650] | [C1042650]| [ fish ]  |  [ fish ]  | 102877 | 102877
telephone | telephone | [C1515258, C1548940, C1576871, C1576872] | [C1515258, C1548940, C1576871, C1576872]| [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  |  [ intellectual product ]  ;  [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  | 166206 | 166206
global assessment of disease activity | global assessment of disease activity | [C4064989] | [C4064989]| [ diagnostic procedure ]  |  [ diagnostic procedure ]  | 141069 | 141069
significant | significant | [C0750502] | [C0750502]| [ idea or concept ]  |  [ idea or concept ]  | 4920 | 4920
worse | worse | [C1279889, C1457868] | [C1279889, C1457868]| [ finding ]  ;  [ finding ]  |  [ finding ]  ;  [ finding ]  | 60683 | 60683
bleed | bleed | [C0019080] | [C0019080]| [ pathologic function ]  |  [ pathologic function ]  | 138335 | 138335
difficulty | difficulty | [C1299586] | [C1299586]| [ finding ]  |  [ finding ]  | 244059 | 244059
volunteer | volunteer | [C1549078] | [C1549078]| [ idea or concept ]  |  [ idea or concept ]  | 230333 | 230333
instability | instability | [C1444783] | [C1444783]| [ finding ]  |  [ finding ]  | 140644 | 140644
consul | consul | [C2279553] | [C2279553]| [ eukaryote ]  |  [ eukaryote ]  | 3688 | 3688
during procedure | during procedure | [C0585033] | [C0585033]| [ temporal concept ]  |  [ temporal concept ]  | 150744 | 150744
psoriatic arthritis | psoriatic arthritis | [C0003872] | [C0003872]| [ disease or syndrome ]  |  [ disease or syndrome ]  | 185314 | 185314
health benefits | health benefits | [C0086387] | [C0086387]| [ quantitative concept ]  |  [ quantitative concept ]  | 19354 | 19354
aus | aus | [C0004340] | [C0004340]| [ geographic area ]  |  [ geographic area ]  | 6712 | 6712
pneumovax | pneumovax | [C0071315] | [C0071315]| [ pharmacologic substance / immunologic factor ]  |  [ pharmacologic substance / immunologic factor ]  | 71027 | 71027
benefits | benefits | [C0814225] | [C0814225]| [ quantitative concept ]  |  [ quantitative concept ]  | 4388 | 4388
gastric | gastric bleed | [C1704242] | [C0235325]| [ qualitative concept ]  |  [ pathologic function ]  | 138327 | 138327
absence | absence from work | [C1689985] | [C2108469]| [ anatomical abnormality ]  |  [ finding ]  | 208115 | 208115
book | book review | [C0006002] | [C0005998]| [ intellectual product ]  |  [ intellectual product ]  | 129654 | 129654
description | description | [C0678257] | [C0678257]| [ intellectual product ]  |  [ intellectual product ]  | 14208 | 14208
mono | mono | [C1551432, C1551969] | [C1551432, C1551969]| [ population group ]  ;  [ language ]  |  [ population group ]  ;  [ language ]  | 21951 | 21951
care setting | care setting | [C4034203] | [C4034203]| [ manufactured object / health care related organization ]  |  [ manufactured object / health care related organization ]  | 160763 | 160763
street | street | [C1301826] | [C1301826]| [ intellectual product ]  |  [ intellectual product ]  | 10598 | 10598
hcv antibody positive | hcv antibody positive | [C0281863] | [C0281863]| [ laboratory or test result ]  |  [ laboratory or test result ]  | 21090 | 21090
hepatol | hepatol | [C0086403] | [C0086403]| [ biomedical occupation or discipline ]  |  [ biomedical occupation or discipline ]  | 62503 | 62503
rela | rela | [C1335610] | [C1335610]| [ gene or genome ]  |  [ gene or genome ]  | 6499 | 6499
winthrop | winthrop | [C0331932] | [C0331932]| [ health care related organization ]  |  [ health care related organization ]  | 121033 | 121033
contraindications | contraindications | [C1301624] | [C1301624]| [ finding ]  |  [ finding ]  | 55300 | 55300
evidence-based nursing | evidence-based nursing | [C2350328] | [C2350328]| [ biomedical occupation or discipline ]  |  [ biomedical occupation or discipline ]  | 252662 | 252662
resting | resting | [C1512899] | [C1512899]| [ cell ]  |  [ cell ]  | 240072 | 240072
estimated | estimated | [C0750572] | [C0750572]| [ quantitative concept ]  |  [ quantitative concept ]  | 160003 | 160003
bone | bone loss | [C1266908, C1266909, C1442209] | [C0029453]| [ body part, organ, or organ component ]  ;  [ body system ]  ;  [ body part, organ, or organ component ]  |  [ disease or syndrome ]  | 167328 | 167328
support groups | support groups | [C0036606] | [C0036606]| [ self-help or relief organization ]  |  [ self-help or relief organization ]  | 423277 | 423277
target | target audience | [C1521840] | [C3463808]| [ functional concept ]  |  [ group ]  | 5850 | 5850
erosiveness | erosiveness | [C0449296] | [C0449296]| [ qualitative concept ]  |  [ qualitative concept ]  | 253944 | 253944
compensated | compensated | [C0205432] | [C0205432]| [ qualitative concept ]  |  [ qualitative concept ]  | 60875 | 60875
seropositive | seropositive ra | [C0521143] | [C0409651]| [ qualitative concept ]  |  [ disease or syndrome ]  | 201234 | 201234
thirdly | thirdly | [C0205437] | [C0205437]| [ quantitative concept ]  |  [ quantitative concept ]  | 409248 | 409248
guidance | guidance | [C1959633] | [C1959633]| [ therapeutic or preventive procedure ]  |  [ therapeutic or preventive procedure ]  | 860 | 860
discomfort | discomfort | [C2364135] | [C2364135]| [ sign or symptom ]  |  [ sign or symptom ]  | 21525 | 21525
restricted | restricted | [C1548390, C1549594, C1610594] | [C1548390, C1549594, C1610594]| [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  |  [ idea or concept ]  ;  [ intellectual product ]  ;  [ idea or concept ]  | 170500 | 170500
yang | yang | [C2945617] | [C2945617]| [ idea or concept ]  |  [ idea or concept ]  | 453367 | 453367
prevnar | prevnar 13 | [C0876134] | [C2756364]| [ amino acid, peptide, or protein / pharmacologic substance / immunologic factor ]  |  [ organic chemical / pharmacologic substance / immunologic factor ]  | 70882 | 70882
differentiated | differentiated | [C0205615] | [C0205615]| [ qualitative concept ]  |  [ qualitative concept ]  | 109491 | 109491
tb exposure | tb exposure | [C0149796] | [C0149796]| [ finding ]  |  [ finding ]  | 57352 | 57352
tissue | tissue | [C1547928] | [C1547928]| [ intellectual product ]  |  [ intellectual product ]  | 99439 | 99439
collected | collected | [C1516695, C1516698] | [C1516695, C1516698]| [ idea or concept ]  ;  [ functional concept ]  |  [ idea or concept ]  ;  [ functional concept ]  | 234855 | 234855
rent | rent | [C1555586] | [C1555586]| [ idea or concept ]  |  [ idea or concept ]  | 24831 | 24831
impact on quality of life | impact on quality of life | [C3476057] | [C3476057]| [ qualitative concept ]  |  [ qualitative concept ]  | 223138 | 223138
anxious | anxious | [C0003467] | [C0003467]| [ mental or behavioral dysfunction ]  |  [ mental or behavioral dysfunction ]  | 233366 | 233366
dietary | dietary modification | [C2699635] | [C0086153]| [ functional concept ]  |  [ therapeutic or preventive procedure ]  | 202349 | 202349
metatarsophalangeal joints | metatarsophalangeal joints | [C0025589] | [C0025589]| [ body space or junction ]  |  [ body space or junction ]  | 187930 | 187930
may be a | may be a | [C1278418] | [C1278418]| [ functional concept ]  |  [ functional concept ]  | 181478 | 181478
broad | broad | [C0332464] | [C0332464]| [ spatial concept ]  |  [ spatial concept ]  | 6847 | 6847
pasii | pasii | [C3871136] | [C3871136]| [ intellectual product ]  |  [ intellectual product ]  | 36616 | 36616
greater | greater | [C1704243] | [C1704243]| [ quantitative concept ]  |  [ quantitative concept ]  | 46336 | 46336
case | case reports | [C0868928] | [C0007320]| [ functional concept ]  |  [ intellectual product ]  | 22310 | 22310
dizziness | dizziness | [C1963093] | [C1963093]| [ finding ]  |  [ finding ]  | 149934 | 149934
